Smiles,Standard Relation,Standard Value,Standard Units
Cc1cn(-c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2)cn1,'=',133.0,nM
C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H]1N=C(C2CCCCC2)c2ccccc2NC1=O,'=',0.7,nM
O=C(OCC1CCCC(c2cccc(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,'=',11.2,nM
CN(c1ccccc1)C1CCN(C(=O)OCC2CCCC(c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',164.5,nM
C[C@H]1CNCCN1C(=O)OC1(C2CCCC(c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',16.8,nM
O=C(OC1(C2CCCC(c3cccc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,'=',1.9,nM
Cl.O=C(OC1(C2CCCC(c3cccc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,'=',0.8,nM
CC(=O)O[C@H]1CC[C@]23C[C@]24CC[C@]2(C)[C@@H]5[C@H](O[C@H]([C@H](OC(C)=O)C(C)(C)O)C[C@H]5C)[C@H](O)[C@@]2(C)[C@@H]4CC[C@H]3C1(C)C,'=',760.0,nM
CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)C(=O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,'=',600.0,nM
CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](OC(=O)N5CCC5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,'=',340.0,nM
CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](OC(=O)N5CCOCC5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,'=',220.0,nM
Cc1cc(C#Cc2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccn1,'=',1080.0,nM
NC(=O)[C@@H](CCC(F)(F)F)N(C[C@H]1CCO1)S(=O)(=O)c1ccc(Cl)cc1,'=',16.4,nM
CCCN1CCN(C(=O)OCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',440.0,nM
O=C(NCCCN1CCCC1)OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,'=',394.0,nM
C#CCOc1ccc(C(=O)c2ccc(OCCOCCOCCNC(=O)[C@H](Cc3ccc(C(=O)c4ccccc4)cc3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3ccccc3)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)cc2)cc1,'=',1.5,nM
CCNC(=O)c1ccc(-c2c(C)nc3c(OCc4ccccc4)cccn23)cn1.Cl,'=',580.0,nM
CCNC(=O)c1ccc(-c2c(COC)nc3c(OCc4ccccc4)cccn23)cn1.Cl,'=',6200.0,nM
COCCCN1C(/C=C/c2ccc(-n3cnc(C)c3)c(OC)c2)=NOC1(C)c1ccc(F)cc1,'=',187.0,nM
COc1ccc(-c2cccc(C(C)C(=O)Nc3ccc(-c4ccnc(C)c4)cc3)c2)cc1,'=',150.0,nM
Cc1cc(-c2ccc(NC(=O)C(C)c3cc(C#N)cc(C(F)(F)F)c3)cc2)ccn1,'=',7000.0,nM
Cc1cc(-c2ccc(NC(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,'=',460.0,nM
COc1cc(NS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)ccc1-c1ccnc(C)c1,'=',530.0,nM
O=S(=O)(Nc1ccc(-n2ccnc2)cc1)c1cc(Cl)cc(Cl)c1,'=',2100.0,nM
O=S(=O)(Nc1ccc(-c2cnco2)cc1)c1cc(Cl)cc(Cl)c1,'=',1540.0,nM
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,'=',400.0,nM
CCN(CCCn1ccnc1)C(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',0.06,nM
COc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCCC3c2ccc(F)c(F)c2F)ncn1,'=',29.0,nM
Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCN3c2ccc(F)c(F)c2)cnn1,'=',23.0,nM
CCOC(=O)N1CC2Cc3[nH]ncc3C(C1)N2S(=O)(=O)c1ccc(Cl)cc1,'=',202.0,nM
COc1cc(/C=C/c2nc3cc(Br)ccc3c(=O)[nH]2)ccc1-n1cnc(C)c1,'=',340.0,nM
COc1cc(/C=C/c2nc3sc4c(c3c(=O)[nH]2)CCC4)ccc1-n1cnc(C)c1,'=',370.0,nM
COc1cc(/C=C/c2nc3ccccc3c(=O)[nH]2)ccc1-n1cnc(C)c1,'=',3890.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN(CCOc2ccc(F)cc2C(F)(F)F)C3=O)cn1,'=',252.0,nM
C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H]1N=C(C2CCCCC2)c2ccccc2NC1=O,'=',28.0,nM
Cn1c2ccccc2c2cc(/C=C3\C(=O)Nc4ccccc43)ccc21,'=',27600.0,nM
CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)cc3)cs1)CCCC2,'=',660.0,nM
COc1cc(-c2csc(Nc3cc(C(C)(C)C)nn3C)n2)ccc1-n1cnc(C)c1,'=',253.0,nM
COc1cc(/C=C2\CCCN3C2=NO[C@H](c2cc(F)cc(F)c2)[C@@H]3C(C)C)ccc1-n1cnc(C)c1,'=',113.0,nM
CC(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H](CO)CC(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(N)=O,'=',41.3,nM
CC(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)CC(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@H]1CCC[C@@H]1C(N)=O,'=',0.88,nM
O=C(N1CC[C@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)[C@H](O)C1)C1(C(F)(F)F)CC1,'=',110.0,nM
CC(C)(O)C(=O)N1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',120.0,nM
Fc1ccc(N2CCCn3nc(N[C@@H]4[C@@H]5CC[C@H]4CN(c4ccnc(C(F)(F)F)c4)C5)nc32)cc1F,'=',15.0,nM
FC(F)(F)c1cccc(C2CCCCn3nc(N[C@@H]4[C@@H]5CC[C@H]4CN(c4cnnc(Cl)c4)C5)nc32)c1,'=',31.0,nM
CS(=O)(=O)CC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)C3=C(OC[C@@H]12)C(F)(F)C=CC3=O,'=',130.0,nM
CC[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C#N)cc4)C4=C(OC[C@@H]23)C(F)(F)C=CC4=O)NS1(=O)=O,'=',3.5,nM
COc1cc(/C=C2\CCCCN3C2=NOC[C@@H]3c2cc(F)c(F)c(F)c2)ccc1-n1cnc(C)c1,'=',88.0,nM
CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(F)c(F)c3)c3c(F)ccc(F)c3OC[C@@H]12,'=',1.4,nM
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)c1ncc[nH]1,'=',1.5,nM
O=C(O)CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,'=',38.0,nM
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)c1cnn[nH]1,'=',4.3,nM
O=C(O)CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,'=',2.7,nM
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)CC(F)(F)F,'=',7.3,nM
CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(C#N)c(C#N)c3)c3c(F)ccc(F)c3OC[C@@H]12,'=',580.0,nM
CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Br)cc3)c3c(F)ccc(F)c3OC[C@@H]12,'=',2.9,nM
Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)[C@@H]2CC[C@H](c4cc(F)c(Cl)cc4C(F)(F)F)O2)C3=O)cn1,'=',6.2,nM
CC(C)CC[C@H](CCC(F)(F)F)N1CC[C@@H](CC(=O)O)C[C@H]1c1ccc(C(F)(F)F)cc1,'=',45.0,nM
COc1c(-n2cnc(C)c2)ccc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)c1F,'=',36.0,nM
CCC(NC(=O)/C=C/c1ccc(-n2cnc(C)c2)c(OC)c1)c1ccc(F)cc1,'=',462.0,nM
CC[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',10000.0,nM
CCCCCC[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',501.19,nM
CCNC(=O)c1ccc(-c2c(C)nc3c(OCc4ccc(C)cc4)cccn23)cn1.Cl,'=',370.0,nM
CCNC(=O)c1ccc(-c2c(C)nc3c(OCc4ccccc4F)cccn23)cn1.Cl,'=',150.0,nM
NC(=O)[C@@H](CCC(F)(F)F)N(CCc1ncon1)S(=O)(=O)c1ccc(Cl)cc1,'=',24.4,nM
COCCCNC1=N/C(=C\c2ccc(-n3cnc(C)c3)c(OC)c2)C(=O)N1[C@@H](C)c1ccc(F)cc1,'=',287.0,nM
COc1cc(/C=C2\N=C(N)N([C@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,'=',94.0,nM
COc1cc(/C=C2\N=C(NCCO)N([C@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,'=',63.0,nM
COc1cc(/C=C2\N=C(NCCCO)N([C@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,'=',111.0,nM
COc1cc(/C=C2\N=C(N)N([C@H](CCO)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,'=',229.0,nM
CCN1CCCC(c2ccc(F)cc2)N2C(=O)/C(=C/c3ccc(-n4cnc(C)c4)c(OC)c3)N=C12,'=',117.0,nM
COc1cc(-c2nnc3n2CCCN3)ccc1-n1cnc(C)c1,'=',20000.0,nM
COc1cc(-c2nnc3n2CCCN3C(c2ccc(F)cc2)C2CC2)ccc1-n1cnc(C)c1,'=',16374.0,nM
COc1cc(-c2onc3c2CCCN3Cc2cc(F)cc(F)c2)ccc1-n1cnc(C)c1,'=',440.0,nM
Cc1cn(-c2ccc(-c3csc(Nc4c5c(nn4CCN4CCCCC4)CCCC5)n3)cc2F)cn1,'=',475.0,nM
Cc1cn(-c2ccc(-c3csc(Nc4c5c(nn4CC(F)(F)F)CCCC5)n3)cc2F)cn1,'=',179.0,nM
COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3CCF)n2)ccc1-n1cnc(C)c1,'=',73.0,nM
COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3CC(F)(F)F)n2)ccc1-n1cnc(C)c1,'=',73.0,nM
CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(OC)n2)cs1,'=',58.0,nM
CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCC2,'=',33.0,nM
COc1nc(-c2csc(Nc3c4c(nn3C(C)C)CCC4)n2)ccc1-n1cnc(C)c1,'=',90.0,nM
CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCCC2,'=',104.0,nM
Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4C)n3)cc2F)cn1,'=',294.0,nM
CCn1nc(C(C)(C)C)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(OC)c2)cs1,'=',96.0,nM
COCCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCCC2,'=',144.0,nM
COc1cc(C(=O)N2CCCC(Cc3ccc(F)cc3)C2)ccc1-n1cnc(C)c1,'=',1554.0,nM
C[C@]1(C#N)C[C@H](CN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c2ccc(Cl)cc2)C1,'=',58.7,nM
N#C[C@H]1C[C@@H](CN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c2ccc(Cl)cc2)C1,'=',4.77,nM
O=S(=O)(c1ccc(C(F)(F)F)nc1)N1C(C2CC2)c2cn[nH]c2C(F)(F)C12CC2,'=',50.0,nM
COc1cc(-c2nnc3n2CCCC32OCc3c(Cl)cccc3N(CC(F)(F)F)C2=O)ccc1-c1cnc(C)o1,'=',30.0,nM
COc1cc(/C=C2\CCCN3C(=O)CON=C23)ccc1-n1cnc(C)c1,'=',2500.0,nM
COc1cc(/C=C2\CCCN3CC(c4ccccc4)ON=C23)ccc1-n1cnc(C)c1,'=',210.0,nM
COc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccc(Cl)s1,'=',490.0,nM
O=C(Nc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccccc1)OCc1cccc(Cl)c1,'=',412.0,nM
CCN(CC)CC(=O)Nc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccc(Cl)s1,'=',41.0,nM
CCCS(=O)(=O)NC1C2CCC1Cc1ccccc1C2,'=',721.0,nM
COc1cc(-c2cn(CC(=O)N(Cc3ccccc3)Cc3ccccc3)nn2)ccc1-n1cnc(C)c1,'=',4420.0,nM
COc1cc(-c2cn(CC(=O)N([C@H](C)c3ccccc3)[C@H](C)c3ccccc3)nn2)ccc1-n1cnc(C)c1,'=',5170.0,nM
COc1cc(-c2cn(C3CC(C)(C)CCNC3=O)nn2)ccc1-n1cnc(C)c1,'=',7420.0,nM
COc1cc(-c2cn([C@H]3C[C@@H](C(C)(C)C)CCN(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,'=',170.0,nM
COc1cc(-c2cn([C@H]3C[C@@H]([Si](C)(C)C)CCN(Cc4ccccc4)C3=O)nn2)ccc1-n1cnc(C)c1,'=',70.0,nM
COc1ccccc1-c1nc2c(Nc3ccc(-n4cnc(C)c4)c(OC)c3)cccc2o1,'=',2113.0,nM
CCc1csc(C[C@H]2CON=C3/C(=C/c4ccc(-n5cnc(C)c5)c(OC)c4)CCCN32)n1,'=',6400.0,nM
COc1cc(/C=C2\CCCN3C2=NOC[C@@H]3C(C)(C)C)ccc1-n1cnc(C)c1,'=',120.0,nM
COc1cc(/C=C2\CCCN3CC(C(O)c4cc(F)cc(F)c4)ON=C23)ccc1-n1cnc(C)c1,'=',76.0,nM
COc1cc(/C=C2\CCCN3C2=NOC3(C)c2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',58.0,nM
COc1cc(/C=C2\CCCN3C2=NOCC3(C)c2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',230.0,nM
CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccco2)C(=O)N1C,'=',86.0,nM
COc1c(C#N)ccc2[nH]c(-c3nc4n(n3)CCO[C@H]4c3ccccc3C(F)(F)F)cc12,'=',45.0,nM
COc1c(C#N)ccc2[nH]c(-c3cn4c(n3)[C@H](c3cccc(F)c3C)OCC4)cc12,'=',14.0,nM
O=C(N1CC[C@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)[C@H](O)C1)C1(C(F)(F)F)CC1,'=',10.0,nM
O=C(c1cnc(Cl)cc1C(F)(F)F)N1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',1090.0,nM
O=C(c1cnc(Cl)cc1C(F)(F)F)N1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',970.0,nM
O=C(N1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C1(C(F)(F)F)CCCCC1,'=',220.0,nM
O=C(c1ccccc1C(F)(F)F)N1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',210.0,nM
CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N(C)CC(C)C,'=',13.0,nM
CC(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,'=',2472.0,nM
CCCNC(C)c1cnc(NC(=O)[C@H](CCC)NC(=O)Cc2cc(F)cc(F)c2)s1,'=',15.9,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1ncc(CNCC)s1,'=',63.2,nM
COC(C)(C)CCCC(C)c1cnc(NC(=O)[C@H](C)NC(=O)CCc2cc(F)cc(F)c2)s1,'=',30.0,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1ncc(C(C)N2CCOCC2)s1,'=',2.4,nM
CCC[C@H](NC(=O)[C@@H](O)C(C)(C)C)C(=O)Nc1ncc([C@@H](C)CCCC(C)(C)OC)s1,'=',0.11,nM
COC(C)(C)CCCC(C)c1cnc(NC(=O)[C@H](C)NC(=O)CCc2cc(F)cc(F)c2)s1,'=',0.22,nM
CC[C@H](NC(=O)CCc1cc(F)cc(F)c1)C(=O)Nc1ncc([C@H](C)CCCC(C)(C)OC)s1,'=',81.5,nM
CC(C)CNC(=O)C1(C(=O)N[C@H]2N=C(c3ccc(C(F)(F)F)cc3)c3ccccc3N(C)C2=O)CCC1,'=',28.0,nM
COc1cc(/C=C2\O[C@@H](C)CN3C2=NOC[C@@H]3c2cc(F)cc(F)c2)ccc1-n1cnc(C)c1,'=',35.0,nM
COc1cc(/C=C2\CCCN3C2=NOC[C@@H]3c2ccccc2)ccc1-n1cnc(C)c1,'=',87.0,nM
COc1cc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1,'=',17.0,nM
COc1cc(Nc2cccn3cc(C)nc23)ccc1-n1cnc(C)c1,'=',442.0,nM
COc1cc(-c2nc3n(n2)CCCC3c2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',220.0,nM
COc1c(C#N)ccc2[nH]c(-c3nc4n(n3)CCO[C@H]4c3cccc(F)c3C(F)(F)F)cc12,'=',59.0,nM
COc1ccc(CN(C(=O)c2ccc3ccccc3c2O)C(C)C)cc1,'=',95000.0,nM
COc1c(C#N)ccc2[nH]c(-c3nc4n(n3)CCO[C@H]4c3ccc(F)cc3C)cc12,'=',32.0,nM
CN(C)S(=O)(=O)C[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',1.1,nM
O=S(=O)(C[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F,'=',21.5,nM
O=C1CCC(=O)N1C[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',1.0,nM
CCNS(=O)(=O)NC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',1.7,nM
O=S(=O)(c1ccc(Cl)cc1)[C@]1(c2cc(F)ccc2F)CC[C@H](CO)CC1,'=',4.7,nM
COc1cc(-c2cn(C3CCc4ccccc4N(CC4CC4)C3=O)nn2)ccc1-n1cnc(C)c1,'=',370.0,nM
COc1cc(-c2cn([C@H]3C[C@H](C)c4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,'=',170.0,nM
COc1cc(-c2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,'=',130.0,nM
O=C(N1CC[C@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)[C@@H](O)C1)C1(C(F)(F)F)CC1,'=',90.0,nM
COC(=O)c1ccc(CN(c2cc(F)ccc2F)S(=O)(=O)c2ccc(F)cc2)cc1,'=',580.0,nM
CC[C@H](C)[C@H](NC(=O)CNC(=O)CNC(=O)C(C)(C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C(C)(C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(C)NC(=O)CNC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(C)C)[C@@H](C)CC)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(N)=O)C(C)C)C(C)C,'=',5.74,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1c2ccccc2-c2n[nH]cc2[C@H]1C1CC1,'=',2.7,nM
COc1cc(-c2cn(C3CCc4ccccc4NC3=O)nn2)ccc1-n1cnc(C)c1,'=',4720.0,nM
COc1cc(-c2cn(C3CCc4cc(F)ccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,'=',40.0,nM
CCC(CC)N(Cc1ccc(C(=O)O)cc1)S(=O)(=O)c1ccc(Cl)cc1,'=',10000.0,nM
Cn1c2ccccc2c2cc(/C=C3\C(=O)Nc4ccc(Cl)cc43)ccc21,'=',19800.0,nM
COc1cc(/C=C2\CCCN3C2=NO[C@]3(CNCCO)c2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',80.0,nM
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,'=',4.4,nM
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,'=',13.0,nM
COc1cc(Nc2cccn3cc(C4CCOCC4)nc23)ccc1-n1cnc(C)c1,'=',213.0,nM
CCCCc1cn2cccc(Nc3ccc(-n4cnc(C)c4)c(OC)c3)c2n1,'=',194.0,nM
COc1cc(Nc2cccn3cc(Cc4ccc(F)cc4)nc23)ccc1-n1cnc(C)c1,'=',100.0,nM
COc1cc(-c2noc3c2CCCC3N(C)Cc2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',250.0,nM
COc1cc(-c2nc(Nc3cccc(OC(F)(F)F)c3)n(C)n2)ccc1-n1cnc(C)c1,'=',25.0,nM
NC(=O)[C@@H](CCC(F)(F)F)N(CC1CCCCC1)S(=O)(=O)c1ccc(Cl)cc1,'=',12.3,nM
COc1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)ccc1S(C)(=O)=O,'=',7300.0,nM
O=C1Nc2ccc(Cl)cc2/C1=C/c1cc(Br)c(O)c(Br)c1,'=',15000.0,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1[C@H]2c3c[nH]nc3C[C@@H]1c1cccc(F)c12,'=',30305.0,nM
O=S(=O)(c1cccc(C(F)(F)F)c1)N1[C@@H]2c3cc(F)c(F)cc3[C@H]1Cc1n[nH]cc12,'=',1.1,nM
O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2-c2ccccc21,'=',250.0,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1c2ccc(F)cc2-c2n[nH]cc2[C@H]1C1CC1,'=',0.14,nM
CC[C@H]1Cc2n[nH]cc2[C@@H](CC)N1S(=O)(=O)c1ccc(Cl)cc1,'=',0.37,nM
COc1cc(-c2cn([C@H]3C[C@@H](C(F)(F)F)CCN(Cc4ccccc4)C3=O)nn2)ccc1-n1cnc(C)c1,'=',80.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN(CCOc2ccc(F)cc2C(C)(C)C(F)(F)F)C3=O)cn1,'=',30.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN(CCOc2ccccc2C2CCC2)C3=O)cn1,'=',73.0,nM
COc1cc(Nc2cccc3oc(Cc4ccc(F)cc4)nc23)ccc1-n1cnc(C)c1,'=',696.0,nM
CCCCn1cc2cccc(Nc3ccc(-n4cnc(C)c4)c(OC)c3)c2n1,'=',363.0,nM
COc1cc(Nc2cccc3c2nc(CC(C)C)n3C)ccc1-n1cnc(C)c1,'=',107.0,nM
COc1cccc(-c2nc3c(Nc4ccc(-n5cnc(C)c5)c(OC)c4)cccc3n2C)c1,'=',43.0,nM
COc1cccc(-c2cn3cccc(Nc4ccc(-n5cnc(C)c5)c(OC)c4)c3n2)c1,'=',138.0,nM
COc1cc(Nc2cccn([C@@H](C)c3ccc(F)cc3)c2=O)ccc1-n1cnc(C)c1,'=',550.0,nM
Cc1cc(-c2ccc(NC(=O)[C@H](C)c3cccc(-c4ccc(N5CCOCC5)cc4)c3)cc2)ccn1,'=',31.0,nM
Cc1cc(-c2ccc(NC(=O)C(C)c3cccc(N4CCN(c5ccccc5)CC4)c3)cc2)ccn1,'=',160.0,nM
CCCCC(C(=O)Nc1ccc(-c2ccnc(C)c2)cc1)c1cccc(C)c1,'=',490.0,nM
Cc1cc(-c2ccc(NC(=O)Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,'=',1110.0,nM
CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2cccc(C(F)(F)F)c21,'=',170.0,nM
C#CCCCOc1ccc(C(=O)c2cccc(OCCN3CCn4c(ccc(-n5cnc(C)c5)c4=O)C3=O)c2)cc1,'=',135.0,nM
